Fecha-Hora Descarga,Fecha cotización,Imagen,Estado,Empresa,Nemónico,Sector,Segmento,Moneda,Anterior,Fecha Anterior,Apertura,Última,Variación,Compra,Venta,Número Acciones,Número Operaciones,Monto Negocio
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Milpo,MILPOI1,MINERAS,RV1,S/,3.10,06/04/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Minera Corona,MINCORC1,MINERAS,RV1,S/,26.73,20/03/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Minera Corona,MINCORI1,MINERAS,RV1,S/,25.70,04/04/2018, , , ,24.00,27.00, , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Minsur,MINSURI1,MINERAS,RV1,S/,1.68,11/04/2018, , , ,1.67,1.70, , , 
15-04-2018 15:15,12/04/2018,/images/flecha_verde-b.gif,Al alza,Minera IRL,MIRL,MINERAS,RV1,US$,0.062,10/04/2018,0.065,0.065,4.84,0.063,0.070,"50,000",1,"3,250"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Mitsui Auto Finance Perú,MITSUFC1,BANCOS Y FINANCIERAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Motores Diesel,MODIANI1,INDUSTRIALES,RV2,S/,9.50,25/01/2018, , , ,8.96,9.50, , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Morococha,MOROCOC1,MINERAS,RV2,S/,3.20,10/04/2018, , , ,3.20, , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Morococha,MOROCOI1,MINERAS,RV1,S/,3.23,11/04/2018, , , ,3.05,3.36, , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Nisa Asset Management,NASSETC1,DIVERSAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Nisa Blindados,NBLINC1,DIVERSAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Neg. e Inmuebles,NEGOCIC1,DIVERSAS,RV2,S/,2.17,22/11/2017, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Newmont Mining Corporation,NEM, ,RV3,US$,36.00,25/07/2017, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Nessus Hoteles,NESSUSC1,DIVERSAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Nisa Inmuebles,NISAINC1,DIVERSAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Nisa Malls,NMALLSC1,DIVERSAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,NORVIAL,NORVIBC1,DIVERSAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,OHIO,OHIOC1,SEGUROS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,OHIO,OHIOC2,SEGUROS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Pacífico Seg. y Reaseg.,PACIFIC1,SEGUROS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Peruana de Moldeados,PAMOLC1,INDUSTRIALES,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Paramonga,PARAMOC1,AGRARIO,RV1,S/,10.00,19/03/2018, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Peruana de Energía,PERENAC1,SERVICIOS PUBLICOS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Peruana de Energía,PERENBC1,SERVICIOS PUBLICOS,RV2,S/,14.00,14/02/2018, , , , ,14.00, , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Perubar,PERUBAI1,MINERAS,RV1,S/,4.19,10/04/2018, , , , ,4.18, , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Petroperú,PETROBC1,INDUSTRIALES,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Pfizer Inc.,PFE, ,RV3,US$,34.72,12/09/2017, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,iShares US Preferred Stock ETF,PFF, ,RV3,US$,39.30,28/06/2017, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,The Procter & Gamble Company,PG, ,RV3,US$,86.30,23/05/2017, , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Peru Hold. de Turismo,PHTBC1,DIVERSAS,RV2,S/,0.056,29/12/2017, , , , ,0.056, , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Industria Textil Piura,PIURAC1,INDUSTRIALES,RV2,S/,0.200,24/05/2017, , , , ,0.170, , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Industria Textil Piura,PIURAI1,INDUSTRIALES,RV2,S/,0.390,01/12/2017, , , , ,0.350, , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Panoro Minerals Ltd.,PML,MINERAS,RV3,US$,0.265,11/04/2018,0.268,0.265,0.00,0.250,0.270,"56,900",4,"15,133"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Poderosa,PODERC1,MINERAS,RV1,S/,7.34,15/03/2018, , , ,7.50, , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Emp. Agro. Pomalca,POMALCC1,AGRARIO,RV1,S/,0.130,27/03/2018, , , ,0.128,0.129,"37,250",3,"4,742"
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,Los Portales,PORTAC1,DIVERSAS,RV2,S/, , , , , , , , , , 
15-04-2018 15:15,12/04/2018,/images/azul1.jpg,Igual,La Positiva,POSITIC1,SEGUROS,RV1,S/,1.85,05/04/2018, , , ,1.82,2.00, , , 
